HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Common name,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
2170,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Animalia.Chordata.Mammalia.Diprotodontia.Macropodidae.Macropus.rufogriseus,Red-necked wallaby,395,608,29,1,16200,15.2
359,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Animalia.Chordata.Aves.Charadriiformes.Alcidae.Cepphus.columba,Pigeon guillemot,1095,1095,31,2,483.8,15.2
655,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,ludoviciana,Animalia.Chordata.Aves.Passeriformes.Cardinalidae.Piranga.ludoviciana,Western tanager,365,365,13,4,30,15.3
670,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,insularis,Animalia.Chordata.Aves.Passeriformes.Corvidae.Aphelocoma.insularis,Island scrub jay,365,365,18,4,114,15.3
1647,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Sylvicapra.grimmia,Bush duiker,255,255,165,1,18500,15.4
877,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,major,Animalia.Chordata.Aves.Passeriformes.Paridae.Parus.major,Great tit,365,365,,,17.9,15.4
471,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,rusticola,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Scolopax.rusticola,Eurasian woodcock,365,365,,,308.3,15.5
1549,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,Animalia.Chordata.Mammalia.Artiodactyla.Antilocapridae.Antilocapra.americana,Pronghorn,547,547,235,2,46100,15.5
1766,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,nigripes,Animalia.Chordata.Mammalia.Carnivora.Felidae.Felis.nigripes,Black-footed cat,445,434,66,2,2125,15.6
301,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Animalia.Chordata.Aves.Anseriformes.Anatidae.Lophodytes.cucullatus,Hooded merganser,730,730,31,11,634.375,15.7
2019,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,scapulatus,Animalia.Chordata.Mammalia.Chiroptera.Pteropodidae.Pteropus.scapulatus,Little red flying fox,540,540,,1,300,15.8
425,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,Animalia.Chordata.Aves.Charadriiformes.Laridae.Sterna.forsteri,Forster's tern,730,730,23,3,158,15.8
1111,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,villosus,Animalia.Chordata.Aves.Piciformes.Picidae.Picoides.villosus,Hairy woodpecker,365,365,14,4,62,15.9
1340,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,Animalia.Chordata.Aves.Strigiformes.Strigidae.Aegolius.funereus,Boreal owl,365,365,27,5,120,15.9
1356,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,nebulosa,Animalia.Chordata.Aves.Strigiformes.Strigidae.Strix.nebulosa,Great grey owl,365,365,30,2,1120,15.9
1752,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,velox,Animalia.Chordata.Mammalia.Carnivora.Canidae.Vulpes.velox,Swift fox,365,365,55,4.5,2400,15.9
1628,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Ourebia.ourebi,Oribi,304,426,193,1,17000,15.9
2167,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Animalia.Chordata.Mammalia.Diprotodontia.Macropodidae.Macropus.parma,Parma wallaby,424,620,34,1,4250,15.9
1636,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Philantomba.monticola,Blue duiker,487,685,193,1,6250,15.9
2197,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Animalia.Chordata.Mammalia.Diprotodontia.Phalangeridae.Trichosurus.vulpecula,Brush-tailed possum,315,730,17,1,2395,15.9
2802,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,niger,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Sciurus.niger,Eastern fox squirrel,353,353,44,3,800,16
451,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Calidris.minutilla,Least sandpiper,365,365,20,4,26,16
790,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Animalia.Chordata.Aves.Passeriformes.Hirundinidae.Hirundo.rustica,Barn swallow,365,365,15,6,18.3,16
3698,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,cephalus,Animalia.Chordata.Teleostei.Mugiliformes.Mugilidae.Mugil.cephalus,Striped mullet,730,730,,,4400,16
88,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,catesbeianus,Animalia.Chordata.Amphibia.Anura.Ranidae.Lithobates.catesbeianus,American bullfrog,1277,730,4,,54.4,16
1435,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,canis,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Triakidae.Mustelus.canis,Dusky smooth-hound,1606,748,,9.5,6710,16
4098,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,cylindraceum,Animalia.Chordata.Teleostei.Salmoniformes.Salmonidae.Prosopium.cylindraceum,Round whitefish,1095,1095,140,,1498,16
3557,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Leuciscus,leuciscus,Animalia.Chordata.Teleostei.Cypriniformes.Cyprinidae.Leuciscus.leuciscus,Common dace,1216,1186,,,550,16
3944,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,lucioperca,Animalia.Chordata.Teleostei.Perciformes.Percidae.Sander.lucioperca,Zander,1338,1338,,,11000,16
3796,Animalia,Chordata,Teleostei,Perciformes,Gempylidae,Rexea,solandri,Animalia.Chordata.Teleostei.Perciformes.Gempylidae.Rexea.solandri,Silver gemfish,1825,1460,,,8800,16
1476,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Amblyraja,radiata,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Amblyraja.radiata,Thorny skate,4015,1460,,31,2337.5,16
1433,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,antarcticus,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Triakidae.Mustelus.antarcticus,Gummy shark,2336,1715,,16,16940,16
384,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Animalia.Chordata.Aves.Charadriiformes.Haematopodidae.Haematopus.bachmani,Black oystercatcher,1825,1825,26,2,670,16
392,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Animalia.Chordata.Aves.Charadriiformes.Laridae.Gelochelidon.nilotica,Gull-billed tern,1825,1825,22,3,221,16
1498,Animalia,Chordata,Chondrichthyes,Rhinobatiformes,Rhinobatidae,Rhinobatos,productus,Animalia.Chordata.Chondrichthyes.Rhinobatiformes.Rhinobatidae.Rhinobatos.productus,Shovelnose guitarfish,2555,2920,,9,5362.5,16
1106,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,borealis,Animalia.Chordata.Aves.Piciformes.Picidae.Picoides.borealis,Red-cockaded woodpecker,240,240,11,3,56,16.1
684,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Animalia.Chordata.Aves.Passeriformes.Corvidae.Cyanocitta.stelleri,Steller's jay,365,365,16,4,99.1,16.1
769,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,curvirostra,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Loxia.curvirostra,Red crossbill,365,365,13,3,39.5,16.1
1732,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,alpinus,Animalia.Chordata.Mammalia.Carnivora.Canidae.Cuon.alpinus,Dhole,365,365,61,5,15750,16.1
322,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger,Animalia.Chordata.Aves.Apodiformes.Apodidae.Cypseloides.niger,Black swift,365,365,24,1,45,16.1
1742,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Animalia.Chordata.Mammalia.Carnivora.Canidae.Urocyon.cinereoargenteus,Gray fox,345,365,57,4,4750,16.2
689,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,caryocatactes,Animalia.Chordata.Aves.Passeriformes.Corvidae.Nucifraga.caryocatactes,Spotted nutcracker,365,365,,,183,16.2
363,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,aleuticus,Animalia.Chordata.Aves.Charadriiformes.Alcidae.Ptychoramphus.aleuticus,Cassin's auklet,730,730,,,184,16.2
1754,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,zerda,Animalia.Chordata.Mammalia.Carnivora.Canidae.Vulpes.zerda,Fennec,274,274,51,2.2,1250,16.3
1748,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,lagopus,Animalia.Chordata.Mammalia.Carnivora.Canidae.Vulpes.lagopus,Arctic fox,304,304,52,9,5200,16.3
2574,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Animalia.Chordata.Mammalia.Rodentia.Cuniculidae.Cuniculus.paca,Lowland paca,365,365,116,1,9000,16.3
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.pygargus,Montagu's harrier,730,730,,,315.5,16.3
1602,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,subgutturosa,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Gazella.subgutturosa,Goitered gazelle,646,746,175,1.3,48500,16.3
1363,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Animalia.Chordata.Aves.Suliformes.Anhingidae.Anhinga.anhinga,Anhinga,730,730,28,4,1080,16.4
2327,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,argentatus,Animalia.Chordata.Mammalia.Primates.Callitrichidae.Mico.argentatus,Silvery marmoset,304,334,144,2,343.2,16.5
2045,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,grisescens,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Myotis.grisescens,Gray myotis,456,456,,1,9.25,16.5
1803,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,Animalia.Chordata.Mammalia.Carnivora.Herpestidae.Herpestes.javanicus,Javan mongoose,301,122,49,2,800,16.6
1739,Animalia,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Animalia.Chordata.Mammalia.Carnivora.Canidae.Nyctereutes.procyonoides,Raccoon dog,304,304,61,6,6500,16.6
2416,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,moholi,Animalia.Chordata.Mammalia.Primates.Galagidae.Galago.moholi,South African galago,146,372,124,1.4,169.2,16.6
2065,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Pipistrellus.pipistrellus,Common pipistrelle,456,456,42,1.2,5,16.6
1721,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,napu,Animalia.Chordata.Mammalia.Artiodactyla.Tragulidae.Tragulus.napu,Greater mouse-deer,137,135,153,1,6500,16.7
1729,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,mesomelas,Animalia.Chordata.Mammalia.Carnivora.Canidae.Canis.mesomelas,Black-backed jackal,309,251,60,4,10250,16.7
674,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,caurinus,Animalia.Chordata.Aves.Passeriformes.Corvidae.Corvus.caurinus,Northwestern crow,730,730,18,4,294,16.7
2185,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Animalia.Chordata.Mammalia.Diprotodontia.Macropodidae.Wallabia.bicolor,Swamp wallaby,426,426,36,1,14625,16.8
303,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,nigra,Animalia.Chordata.Aves.Anseriformes.Anatidae.Melanitta.nigra,Black scoter,730,730,29,9,1052.2,16.8
1630,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Ovis.ammon,Argali,403,823,170,1,160000,16.8
813,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,ater,Animalia.Chordata.Aves.Passeriformes.Icteridae.Molothrus.ater,Brown-headed cowbird,365,365,11,,38.1,16.9
2160,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Animalia.Chordata.Mammalia.Diprotodontia.Macropodidae.Macropus.agilis,Agile wallaby,365,425,29,1,16000,16.9
1988,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Animalia.Chordata.Mammalia.Chiroptera.Phyllostomidae.Carollia.perspicillata,Seba's short-tailed bat,258,258,95,1,15,17
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Rostrhamus.sociabilis,Snail kite,365,365,30,3,352.5,17
555,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,Animalia.Chordata.Aves.Falconiformes.Falconidae.Falco.sparverius,American kestrel,365,365,29,4.6,117,17
997,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,migratorius,Animalia.Chordata.Aves.Passeriformes.Turdidae.Turdus.migratorius,American robin,365,365,13,3,75.5,17
3023,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis,diadema,Animalia.Chordata.Reptilia.Squamata.Colubridae.Spalerosophis.diadema,Diademed snake,547,547,,,,17
112,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,mexicanum,Animalia.Chordata.Amphibia.Caudata.Ambystomatidae.Ambystoma.mexicanum,Axolotl,548,548,18,,,17
1738,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,pictus,Animalia.Chordata.Mammalia.Carnivora.Canidae.Lycaon.pictus,African wild dog,639,639,72,8,26500,17
3985,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,scombrus,Animalia.Chordata.Teleostei.Perciformes.Scombridae.Scomber.scombrus,Atlantic mackerel,784,784,,,1870,17
3156,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Timon.lepidus,Jeweled lizard,912,912,,,,17
386,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,Animalia.Chordata.Aves.Charadriiformes.Haematopodidae.Haematopus.palliatus,American oystercatcher,1095,1095,27,2,565,17
4190,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Bagrus,bajad,Animalia.Chordata.Teleostei.Siluriformes.Bagridae.Bagrus.bajad,African catfish,1642,1642,,,6875,17
1474,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,parmifera,Animalia.Chordata.Chondrichthyes.Rajiformes.Arhynchobatidae.Bathyraja.parmifera,Alaska skate,3650,2920,,,10010,17
2417,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,Animalia.Chordata.Mammalia.Primates.Galagidae.Galago.senegalensis,Senegal galago,240,300,126,1.5,192.2,17.1
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus.cyaneus,Northern harrier,365,365,31,4.4,392,17.1
1681,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Mazama.americana,Red brocket,395,365,225,1.3,33000,17.1
2500,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Animalia.Chordata.Mammalia.Rodentia.Chinchillidae.Chinchilla.lanigera,Long-tailed chinchilla,240,240,111,2,642.5,17.2
549,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,mexicanus,Animalia.Chordata.Aves.Falconiformes.Falconidae.Falco.mexicanus,Prairie falcon,365,365,31,4,858,17.2
1104,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,formicivorus,Animalia.Chordata.Aves.Piciformes.Picidae.Melanerpes.formicivorus,Acorn woodpecker,694,766,14,4,79.7,17.2
1614,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Madoqua.kirkii,Kirk's dik-dik,213,304,172,1,5000,17.3
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circaetus.gallicus,Short-toed eagle,1095,1095,,,1699.5,17.3
2412,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Animalia.Chordata.Mammalia.Primates.Cheirogaleidae.Mirza.coquereli,Giant mouse lemur,312,275,89,1.8,311.2,17.4
690,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Animalia.Chordata.Aves.Passeriformes.Corvidae.Nucifraga.columbiana,Clark's nutcracker,365,365,18,2.5,130,17.4
2775,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,marmota,Animalia.Chordata.Mammalia.Rodentia.Sciuridae.Marmota.marmota,Alpine marmot,730,730,35,4,3500,17.4
778,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,pyrrhula,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Pyrrhula.pyrrhula,Eurasian bullfinch,365,365,,,24.4,17.5
1339,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Animalia.Chordata.Aves.Strigiformes.Strigidae.Aegolius.acadicus,Northern saw-whet owl,365,365,27,5.5,117.9,17.5
4192,Animalia,Chordata,Teleostei,Siluriformes,Heteropneustidae,Heteropneustes,fossilis,Animalia.Chordata.Teleostei.Siluriformes.Heteropneustidae.Heteropneustes.fossilis,Stinging catfish,365,365,,,,17.5
1124,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Animalia.Chordata.Aves.Podicipediformes.Podicipedidae.Tachybaptus.ruficollis,Little grebe,365,365,,,174,17.5
1671,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Capreolus.capreolus,Western roe deer,413,655,153,1.6,21666.7,17.5
621,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,frontalis,Animalia.Chordata.Aves.Passeriformes.Acanthizidae.Sericornis.frontalis,White-browed scrubwren,365,365,,,13.4,17.6
1617,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Naemorhedus.goral,Goral,500,500,215,1,31750,17.6
1645,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,rupicapra,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Rupicapra.rupicapra,Chamois,674,669,122,1,37500,17.6
508,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,palumbus,Animalia.Chordata.Aves.Columbiformes.Columbidae.Columba.palumbus,Common wood-pigeon,365,365,,,490,17.7
998,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,philomelos,Animalia.Chordata.Aves.Passeriformes.Turdidae.Turdus.philomelos,Song thrush,365,365,,,67.8,17.7
1053,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,tricolor,Animalia.Chordata.Aves.Pelecaniformes.Ardeidae.Egretta.tricolor,Tricolored heron,669,669,21,4,309.9,17.7
136,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,monticola,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Desmognathus.monticola,Seal salamander,1642,1277,45,25,,17.7
1835,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,americana,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Martes.americana,American marten,365,365,28,3,884,17.8
841,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Chasiempis,sandwichensis,Animalia.Chordata.Aves.Passeriformes.Monarchidae.Chasiempis.sandwichensis,Elepaio,365,365,,2,15,17.8
2189,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Animalia.Chordata.Mammalia.Diprotodontia.Petauridae.Petaurus.breviceps,Sugar glider,236,456,16,2,110,17.8
1373,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Animalia.Chordata.Aves.Suliformes.Phalacrocoracidae.Phalacrocorax.pelagicus,Pelagic cormorant,730,730,22,4,2041.2,17.8
1597,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Gazella.cuvieri,Cuvier's gazelle,349,180,171,1.5,17500,17.9
517,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,decaocto,Animalia.Chordata.Aves.Columbiformes.Columbidae.Streptopelia.decaocto,Eurasian collared-dove,365,365,15,2,157.4,17.9
831,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Animalia.Chordata.Aves.Passeriformes.Mimidae.Dumetella.carolinensis,Gray catbird,365,365,13,4,34.5,17.9
687,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,glandarius,Animalia.Chordata.Aves.Passeriformes.Corvidae.Garrulus.glandarius,Eurasian jay,365,365,,,159.7,17.9
727,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Passerculus,sandwichensis,Animalia.Chordata.Aves.Passeriformes.Emberizidae.Passerculus.sandwichensis,Savannah sparrow,365,365,12,4,20.2,18
285,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Animalia.Chordata.Aves.Anseriformes.Anatidae.Bucephala.islandica,Barrow's goldeneye,730,730,29,11,957.15,18
313,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,fischeri,Animalia.Chordata.Aves.Anseriformes.Anatidae.Somateria.fischeri,Spectacled eider,730,730,,4.7,1558,18
1374,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Animalia.Chordata.Aves.Suliformes.Phalacrocoracidae.Phalacrocorax.penicillatus,Brandt's cormorant,730,730,30,3,2426,18
3943,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,canadensis,Animalia.Chordata.Teleostei.Perciformes.Percidae.Sander.canadensis,Sauger,730,730,20,,2000,18
3984,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber,japonicus,Animalia.Chordata.Teleostei.Perciformes.Scombridae.Scomber.japonicus,Chub mackerel,821,821,,,1595,18
592,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrao,urogallus,Animalia.Chordata.Aves.Galliformes.Phasianidae.Tetrao.urogallus,Western capercaillie,1095,1095,,,2950,18
1136,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,furcata,Animalia.Chordata.Aves.Procellariiformes.Hydrobatidae.Oceanodroma.furcata,Fork-tailed storm petrel,1095,1095,52,1,45.2,18
3848,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,argentimaculatus,Animalia.Chordata.Teleostei.Perciformes.Lutjanidae.Lutjanus.argentimaculatus,Mangrove jack,1825,1460,,,4785,18
3858,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,purpureus,Animalia.Chordata.Teleostei.Perciformes.Lutjanidae.Lutjanus.purpureus,Caribbean red snapper,2008,2008,,,5500,18
999,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,pilaris,Animalia.Chordata.Aves.Passeriformes.Turdidae.Turdus.pilaris,Fieldfare,365,365,,,106,18.1
2410,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Animalia.Chordata.Mammalia.Primates.Cheirogaleidae.Microcebus.murinus,Gray mouse lemur,243,243,61,2,64.8,18.2
456,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Gallinago.gallinago,Common snipe,365,365,19,4,131.6,18.2
1838,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,martes,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Martes.martes,European pine marten,456,426,28,4,1300,18.2
1833,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Lutra.lutra,European otter,548,548,61,2,6750,18.2
1837,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,foina,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Martes.foina,Beech marten,548,730,30,3.5,1700,18.2
1691,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu,puda,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Pudu.puda,Southern pudu,274,320,200,1,10000,18.3
208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.platypterus,Broad-winged hawk,365,365,25,2.5,454,18.3
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aythya.affinis,Lesser scaup,365,365,24,10,787,18.3
1841,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Martes.zibellina,Sable,456,456,30,3,1066.7,18.4
284,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Animalia.Chordata.Aves.Anseriformes.Anatidae.Bucephala.clangula,Common goldeneye,730,730,30,10,895.86,18.4
514,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,fasciata,Animalia.Chordata.Aves.Columbiformes.Columbidae.Patagioenas.fasciata,Band-tailed pigeon,365,365,19,1,315,18.5
1580,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Capricornis.sumatraensis,Serow,912,1004,213,1,95000,18.5
146,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Gyrinophilus,porphyriticus,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Gyrinophilus.porphyriticus,Spring salamander,1460,1460,,61,,18.5
614,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,chloropus,Animalia.Chordata.Aves.Gruiformes.Rallidae.Gallinula.chloropus,Common moorhen,365,365,19,9,392,18.6
1842,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Meles,meles,Animalia.Chordata.Mammalia.Carnivora.Mustelidae.Meles.meles,Old World badger,365,365,49,3,13000,18.6
2321,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Animalia.Chordata.Mammalia.Primates.Callitrichidae.Cebuella.pygmaea,Pygmy marmoset,684,638,125,2,124,18.6
